screen_name,description,latest_followers_count,office,party,tweet_created_at,tweet_text,favorites_count,retweet_count
CongressmanHice,I'm honored to serve Georgia's 10th Congressional District.,5555,congressperson,republican,2017-01-20T00:26:55Z,Dee Dee and I are looking forward to a great night celebrating the inauguration of President-elect Donald Trump.... https://t.co/UaIONtitQn,54,12
RepGwenMoore,"Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.",20365,congressperson,democrat,2017-01-20T01:17:39Z,My pleasure @aldenhoot. #NoSuchThing as perfect legislation but throwing away all that progress will cost millions... https://t.co/LGPHLkt3Vk,8,4
SenGillibrand,"Theo and Henry's mom; U.S. Senator from New York; Author of NYT bestseller Off the Sidelines. Pitcher, but sometimes left fielder. Democrat.",358901,senator,democrat,2017-01-20T01:15:59Z,"RT @VP: 15.8 million new jobs. 20 million more people insured. 165,000 troops home from war. Serving as your VP was the greatest honor of m...",0,150567
RepLujanGrisham,"Proudly serving New Mexico's 1st Congressional District. Serving on House Agriculture, Budget and Oversight & Government Reform Committees.",16342,congressperson,democrat,2017-01-20T20:32:57Z,RT @NormaJTorres: Proud to join my @HispanicCaucus colleagues today to talk about the dangers of Donald Trump's anti-immigrant agenda. #CHC...,0,21
RepYvetteClarke,"U.S. Rep. serving NY's 9th Congressional district. Chair, Multicultural Media Caucus; Co-Chair, Black Women & Girls Caucus; Co-Chair, Caribbean Caucus.",31468,congressperson,democrat,2017-01-20T00:37:56Z,"Dear @POTUS @BarackObama, thank you for fighting for all Americans. We will never forget your service. #ThanksObama https://t.co/lPhO0B3ato",493,167
MikeKellyPA,Representative Mike Kelly proudly and humbly serves the people of Pennsylvania's Third District (#PA03) and currently sits on the House Ways & Means Committee.,8396,congressperson,republican,2017-01-20T21:01:25Z,My full statement on today's historic #Inauguration - https://t.co/FmKVBBNV1d,10,5
SteveScalise,Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq,23990,congressperson,republican,2017-01-20T15:37:27Z,"We've seen slow growth, lost wages, unemployment and Washington trying to put its hands in every aspect of our live... https://t.co/RUD5P7uYRH",33,18
Sen_JoeManchin,"I proudly serve the people of West Virginia. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.",68440,senator,democrat,2017-01-20T16:51:01Z,I'm excited to be with my colleagues &amp; fellow Americans as we watch @realDonaldTrump be sworn in as our 45th Presid... https://t.co/2YPi4Su6N0,344,59
RepGosar,Rep. for Arizona's 4th Congressional District. Chairman of @westerncaucus & Subcommittee on Energy & Minerals @NatResources. Dentist impersonating a politician.,22902,congressperson,republican,2017-01-20T18:07:21Z,"RT @realDonaldTrump: power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay",0,18753
GovHerbert,Proudly serving as the 17th governor of the great state of Utah.  Facebook: https://t.co/2ErGDynzXW #utpol,23903,govenor,republican,2017-01-20T18:21:07Z,"We were honored to watch as @POTUS and @VP took their oaths of office and swore to preserve, protect and defend the... https://t.co/XrRn2AzX9s",48,5
RepSwalwell,I rep SF Bay Area in the U.S. Congress. Senior Democrat overseeing @cia on @HouseIntelComm. Connecting #TrumpRussia dots at: https://t.co/vsiNd80qVn,58291,congressperson,democrat,2017-01-20T21:43:57Z,"Reminder: Open House at my Washington, D.C. office (129 Cannon HOB) from 8-10amET tomorrow (Sat. 1/21)! RSVP here:... https://t.co/exTb4OXazp",23,5
reppittenger,"Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District.",9368,congressperson,republican,2017-01-20T12:03:01Z,"""The Congressman's office has dealt with nearly 3,000 constituent cases during his first four years in office.""",1,1
JohnCornyn,Honored to represent the great state of Texas in the US Senate.,100282,senator,republican,2017-01-20T01:55:20Z,RT @PhilFountain: #tbt Judge #PriscillaOwen federal investiture ('05) - her #Senate confirmation was a high-profile issue during my time w/...,0,2
USRepKCastor,Tampa Bay's Congresswoman 🇺🇸,7168,congressperson,democrat,2017-01-20T21:47:40Z,#TampaBay supports our DREAMers--we have all invested &amp;have a stake in them!Im hosting DREAMer Town Hall next week=... https://t.co/UIYoYVI51J,9,3
GovHawaii,"The official Twitter account of Hawaii's Governor David Ige. Updated by staff. To contact our office, visit https://t.co/BMCpRNf9kG",4130,govenor,democrat,2017-01-20T20:30:53Z,@ZachforHPU We hope you have a great experience. Thank you for getting involved and learning about the #hileg process!,2,1
SenAngusKing,News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.,36657,senator,independent,2017-01-20T18:44:47Z,"As President Trump begins his new Administration, I wish him the best, because if he succeeds, then our country succeeds.",52,17
RepNewhouse,Proud to represent Washington's 4th District in the U.S. Congress,5423,congressperson,republican,2017-01-20T16:55:54Z,RT @AP: BREAKING: Mike Pence takes oath of office as the vice president of the United States. https://t.co/FbD2kP8ora,0,1172
RepAdamSchiff,Representing California's 28th Congressional District and Ranking Member of the House Intelligence Committee.,203748,congressperson,democrat,2017-01-20T18:34:02Z,"President Trump's dark portrait of America, crime ridden &amp; weak, makes me long for Obama. Miss his optimism &amp; hope and its only been an hour",1361,494
GovSandoval,Governor of Nevada,27758,govenor,republican,2017-01-20T18:26:30Z,Congratulations to our nation's 45th @POTUS - @realDonaldTrump - Looking forward to working with the incoming administration. #Inauguration,65,20
RepGosar,Rep. for Arizona's 4th Congressional District. Chairman of @westerncaucus & Subcommittee on Energy & Minerals @NatResources. Dentist impersonating a politician.,22902,congressperson,republican,2017-01-20T21:33:44Z,"RT @POTUS: #InaugurationDay Speech
https://t.co/2h8yWMYQz9 https://t.co/Q9u8n9vez2",0,20505
CongressmanRaja,"Official Twitter account of Congressman   Raja Krishnamoorthi, representing Illinois' 8th Congressional District.",2507,congressperson,democrat,2017-01-20T19:30:11Z,Join me tomorrow at Chicago's #WomensMarch to support the rights of all Americans because our country is stronger t... https://t.co/13Wv29E4D9,13,5
RepNewhouse,Proud to represent Washington's 4th District in the U.S. Congress,5423,congressperson,republican,2017-01-20T19:03:34Z,"RT @thehill: JUST IN: Trump's first act as president is signing law allowing Mattis to serve as as Defense secretary
https://t.co/Vhi6ExgWP...",0,163
jasoninthehouse,"United States Congressman (UT-3). Chairman, Oversight & Government Reform. Tweets come from me, not my staff.",249834,congressperson,republican,2017-01-20T00:53:28Z,Opinion: John Fund: Obama has one last whopper for America as he exits the White House - Fox News https://t.co/wMjnazc1WM,357,185
RepRWilliams,I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.,5780,congressperson,republican,2017-01-20T18:37:21Z,"Despite opposition, anger &amp; divisiveness, we have again proven that this institution, our way of life, is more powerful than our differences",9,6
FrankPallone,"The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of @EnergyCommerce Committee.",21811,congressperson,democrat,2017-01-20T20:50:04Z,HillaryClinton thanked Dems 4working 2 #ProtectOurCare-we will protect the #ACA which provides affordable &amp;quality... https://t.co/9n7zZwLshC,26,5
RepEsty,"Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",15020,congressperson,democrat,2017-01-20T20:22:18Z,"4/ When fulfilling that mission means opposing @POTUS, I will be as loud &amp; forceful as I need to be in defense of our American values.",9,1
USRepKCastor,Tampa Bay's Congresswoman 🇺🇸,7168,congressperson,democrat,2017-01-20T03:07:58Z,"RT @WhiteHouse: Thanks to your grit and determination, American businesses have produced the longest stretch of job creation in our history...",0,2921
RepRaskin,Proudly serving #MD08. Member of @HouseJudDems @OversightDems @HouseAdm_Dems @USProgressives. https://t.co/SVhVejROog,11555,congressperson,democrat,2017-01-20T15:34:24Z,"RT @POTUS: I'm still asking you to believe - not in my ability to bring about change, but in yours. I believe in change because I believe i...",0,338807
SenJohnKennedy,The official Twitter page for U.S. Senator John N. Kennedy (R-La) https://t.co/4ceoNzx1Ck,2707,senator,republican,2017-01-20T00:53:26Z,RT @elizabethcrisp: .@SenJohnKennedy hung out with @williebosshog &amp; @bosshogswife in DC today. https://t.co/CVFqJir2wz via @theadvocatebr,0,2
ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",121751,senator,republican,2017-01-20T17:58:04Z,My tweets at inaugural ceremony are out of order bc tweets could not take for some reason or other at that time,67,39
RepDeSaulnier,Honored to represent California's 11th Congressional District. Serving on the House Education and Workforce and Oversight and Government Reform Committees.,8913,congressperson,democrat,2017-01-20T00:00:12Z,On the eve of tomorrow's #Inauguration I'm reminded of the FDR's famous line that inspired a generation to be strong https://t.co/2HEEUNRW3W,29,6
SenatorTimScott,Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda,213177,senator,republican,2017-01-20T21:33:53Z,"RT @StewSays: In about 20 minutes the #Senate will vote on:
John N. Mattis, Secretary of @DeptofDefense 
John F. Kelly, Secretary of @DHSgov",0,36
reppittenger,"Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District.",9368,congressperson,republican,2017-01-20T17:58:04Z,"Just a few moments ago, honored to witness another peaceful transfer of power. May we all work, hope, pray for best... https://t.co/mM8WWEEjFe",11,7
RepJayapal,"Proudly serving WA's 7th District. Vice-Chair @USProgressives, Senior Whip, Budget Vice Ranking. https://t.co/l8iuqn1TzO https://t.co/GN5Vsxe99N",11692,congressperson,democrat,2017-01-20T17:00:23Z,RT @MayorEdMurray: Today we mark #InaugurationDay by doubling down on inclusion and a commitment to ALL who call Seattle home. https://t.co...,0,102
RepStevePearce,I represent New Mexico's 2nd Congressional District.  I am fighting to create jobs in NM and voice New Mexicans' other concerns in Washington.,9652,congressperson,republican,2017-01-20T17:48:14Z,"It is Twitter official - Congratulations, Mr. President! @POTUS #Inauguration2017 #MAGA",12,2
RepEsty,"Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",15020,congressperson,democrat,2017-01-20T20:26:14Z,"8/ Let today be the day @POTUS starts working in bipartisan way to improve infrastructure, support our veterans &amp; promote US manufacturing.",9,0
RepHuizenga,I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!,14374,congressperson,republican,2017-01-20T19:45:17Z,Great to celebrate the peaceful transfer of power today as @realDonaldTrump becomes the 45th @POTUS!... https://t.co/q7uWBChkdh,22,3
RepDonBeyer,"Representing Virginia's 8th District in Congress. VA8 is NoVa:  Arlington, Alexandria, FallsChurch, Fairfax. Vice-Ranking @SciCmteDems. #ActOnClimate #EqualPay",26015,congressperson,democrat,2017-01-20T14:47:57Z,"RT @POTUS: I won't stop; I'll be right there with you as a citizen, inspired by your voices of truth and justice, good humor, and love.",0,219730
ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",121751,senator,republican,2017-01-20T13:36:19Z,After worship Trumps hv tea/coffee(or whatever) w Obamas at White House before both couples motor to Capitol to change leaders of USA,33,10
nikiinthehouse,"Proudly representing the families of the Massachusetts 3rd District.

More info at: http://t.co/mp6QlRchln",16135,congressperson,democrat,2017-01-20T21:02:21Z,"Read my full statement on the inauguration of President Trump:
https://t.co/3LgDbqHZ9I https://t.co/I6rNCgA884",12,4
ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",121751,senator,republican,2017-01-20T17:54:22Z,Pres and Mrs Geo W Bush now being seated,11,3
CongHuelskamp,Real Conservative: represented Kansas' First District in the U.S. House.,19291,congressperson,republican,2017-01-20T17:16:24Z,"""Now is the time for action...."" @realDonaldTrump. #repealobamacare",9,8
RepAnnWagner,"Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri
http://t.co/ozYKLyoI",12436,congressperson,republican,2017-01-20T20:48:08Z,Congratulations to @RoyBlunt for a wonderful Inaugural Ceremony - I appreciate his effort to oversee a very historic day for America #MAGA,45,9
SteveDaines,Serving the people of Montana in the U.S. Senate.,12816,senator,republican,2017-01-20T17:19:51Z,"""Together we will Make America Great Again"" - @POTUS",11,1
SenatorTimScott,Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda,213177,senator,republican,2017-01-20T13:43:19Z,Thank you for your service! https://t.co/oorvnoB9bz,285,52
SenJohnThune,"U.S. Senator John Thune, South Dakota. Chairman of @SenateGOP & @SenateCommerce. Father. Husband. Avid Outdoorsman. Sports Fan.",71623,senator,republican,2017-01-20T12:53:53Z,"#InaugurationDay is the perfect opportunity to catch up with the gang at @Morning_Joe. Thanks for having me, guys. https://t.co/BYObiJtnCQ",46,3
LarryHogan,62nd Governor of the State of Maryland,29911,govenor,republican,2017-01-20T17:13:45Z,"RT @BoydKRutherford: I was honored to welcome our 175th Air Wing back to Maryland last night. Thank you to the Fighting O's! 
https://t.co/...",0,7
RepNewhouse,Proud to represent Washington's 4th District in the U.S. Congress,5423,congressperson,republican,2017-01-20T19:05:49Z,RT @KaitlinBain: Spoke with @RepNewhouse about his thoughts on the inauguration. He says @POTUS's inclusion of ALL U.S. citizens really sto...,0,1
RepGwenMoore,"Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.",20365,congressperson,democrat,2017-01-20T01:24:52Z,Don't worry @MareBear16. Won't tell @JoyAnnReid you were late for #AMJoy but if I did I bet she'd forgive you for f... https://t.co/TBvPoFtQw6,5,3
DorisMatsui,Representing California's 6th Congressional District - including the capital city of Sacramento. Member of the Energy and Commerce Committee.,21354,congressperson,democrat,2017-01-20T14:04:15Z,RT @NancyPelosi: Our values are what unite us. That has always been true -- and it always will be. #ProtectOurCare https://t.co/pUI1Lr7acn,0,639
chelliepingree,"Farmer, mother, Maine islander, Member of Congress, lover of root vegetables",18533,congressperson,democrat,2017-01-20T16:03:00Z,Grateful to hear from constituents about the critical role @PPMEAF plays in the lives of #ME families #StandWithPP https://t.co/6wu614aSOX,14,4
SteveScalise,Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq,23990,congressperson,republican,2017-01-20T15:19:34Z,RT @SpeakerRyan: One hour to go. #InaugurationDay https://t.co/NDzoct2r9m,0,308
SenAngusKing,News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.,36657,senator,independent,2017-01-20T18:45:13Z,"In the Senate, I will continue to fight for Maine's interests - to expand access to broadband, combat the opioid crisis...",43,6
SenDonnelly,U.S. Senator Joe Donnelly's communications staff,45602,senator,democrat,2017-01-20T23:24:50Z,Joe voted to confirm Ret. Gen. James Mattis for #SecDef and Ret. Gen. John Kelly for @DHSgov. https://t.co/BK5XDz4NvL,42,10
RepDrewFerguson,Proud to serve the good people of Georgia's 3rd District in Congress,1194,congressperson,republican,2017-01-20T19:45:06Z,I had an incredible view to witness today's peaceful transition of power #InaugurationDay2017 https://t.co/tF3amOb2rp,4,1
RepTomMarino,Proud to serve citizens of PA-10. Member on @HouseForeign @HouseHomeland @HouseJudiciary & Vice President of @NATO Parliamentary Assembly,18600,congressperson,republican,2017-01-20T16:51:49Z,Happy to have you in D.C. for this remarkable piece of history! #Inauguration2017 https://t.co/jnfYu8bSLB,15,7
RepRubenGallego,Proud representative of Arizona's 7th Congressional District,15512,congressperson,democrat,2017-01-20T19:25:14Z,"Real leadership means building bridges, not walls. We have to work, organize &amp; fight for our values.",144,60
SusanWBrooks,Serving the good people of Indiana’s 5th District in Congress.,11869,congressperson,republican,2017-01-20T17:03:59Z,Congratulations to President @realDonaldTrump &amp; Vice President @MikePenceVP on your #Inauguration!,27,6
RepCarbajal,Proudly representing California's 24th Congressional District.,2286,congressperson,democrat,2017-01-20T14:59:55Z,"It's been an unparalleled privilege to serve with you, however brief. Thank you, sir. #ThanksObama https://t.co/RhC8IzJof3",15,1
SupJaniceHahn,Proudly representing the 4th District of Los Angeles County on the Board of Supervisors.,13050,congressperson,democrat,2017-01-20T16:49:55Z,"#LARain can cause flooding, rockslides and mud flow. Sign up to receive emergency updates straight to your phone... https://t.co/lgkb6LPepi",2,0
Sen_JoeManchin,"I proudly serve the people of West Virginia. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.",68440,senator,democrat,2017-01-20T12:30:05Z,Over the last few days my office has been full of West Virginians in D.C. to attend the inauguration of... https://t.co/t8hjzsT1j6,132,21
GovernorVA,Official account for Virginia Governor Terry McAuliffe,54054,govenor,democrat,2017-01-20T11:20:36Z,"TY to all the leaders, partners &amp; hard work of Operation Renewed Hope Foundation for helping functionally end... https://t.co/zkkt3k2rF9",26,11
RepByrne,I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives.,11384,congressperson,republican,2017-01-20T17:53:30Z,The view from my seat during today's #Inauguration. A very exciting and patriotic event! https://t.co/rbYBwDdxyR,31,6
RepGarretGraves,Official Twitter Page of Congressman Garret Graves (LA06),4552,congressperson,republican,2017-01-20T18:43:59Z,RT @dupont_john: @LPNews1898 State Legislative Auditor will present findings Jan. 25 at State Capitol on why Comite Diversion Canal has not...,0,5
SusanWBrooks,Serving the good people of Indiana’s 5th District in Congress.,11869,congressperson,republican,2017-01-20T16:59:39Z,RT @WTHRcom: Mike Pence is the 6th Vice President to come from Indiana : https://t.co/CzcqwhvTHe #InaugurationDay https://t.co/B4cEZLlAie,0,20
nikiinthehouse,"Proudly representing the families of the Massachusetts 3rd District.

More info at: http://t.co/mp6QlRchln",16135,congressperson,democrat,2017-01-20T15:32:49Z,"RT @POTUS: I won't stop; I'll be right there with you as a citizen, inspired by your voices of truth and justice, good humor, and love.",0,221802
SenatorBaldwin,"Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin. Tweets from Tammy are signed -TB.",36936,senator,democrat,2017-01-20T19:08:51Z,My fight to take on Washington's powerful interests and stand up for Wisconsin's working class continues. -TB #Forward,126,16
KenCalvert,Official Twitter Account for U.S. Representative Ken Calvert (CA-42),10097,congressperson,republican,2017-01-20T20:35:00Z,"Now, it's time to roll up our sleeves and fulfill the promises that were made on the campaign trail.",5,1
GovWalker,"Official Twitter Account of the 45th Governor of the State of Wisconsin, Scott Walker.",177607,govenor,republican,2017-01-20T15:30:18Z,"Excited to attend the #Inauguration of the 45th President of the United States, @realDonaldTrump and the 48th Vice-... https://t.co/Lv6cJSbVg3",130,23
RepRickLarsen,"Born and raised in Arlington, Wash.
Ranking Member, Aviation Subcommittee",14135,congressperson,democrat,2017-01-20T02:50:44Z,But he'll only have 4 years to do it https://t.co/Sp9q5LKkRr,13,7
RepCurbelo,"Representing Florida's 26th Congressional District, Husband, Dad, Catholic, Son of Cuban exiles, GOP, UM gradx2, Belen Jesuit",9563,congressperson,republican,2017-01-20T18:02:48Z,On the platform with colleagues @sethmoulton &amp; @RepPeteAguilar. Good to see Rs &amp; Ds come together to honor this ric... https://t.co/seiq7mCKAB,34,10
RepDeSaulnier,Honored to represent California's 11th Congressional District. Serving on the House Education and Workforce and Oversight and Government Reform Committees.,8913,congressperson,democrat,2017-01-20T04:56:16Z,I joined @repmarkpocan &amp; colleagues for our first regional #WorkWagesandLabor event. Our hardworking families deser... https://t.co/1GzOxufEZi,29,7
JuliaBrownley26,U.S. Representative from California's 26th District.,7782,congressperson,democrat,2017-01-20T23:56:03Z,My statement on President Donald Trump's inauguration: https://t.co/vxri6oMYvr,34,8
GerryConnolly,Proudly representing Virginia's 11th District,20470,congressperson,democrat,2017-01-20T17:01:18Z,Donald John Trump is now President of the United States,4,1
RepTimMurphy,"U.S. Congressman representing Pennsylvania's 18th District covering Pittsburgh's South Hills and communities in Greene, Washington & Westmoreland Counties.",19054,congressperson,republican,2017-01-20T02:04:48Z,RT @HouseCommerce: .@MarshaBlackburn and @reptimmurphy share a laugh during today's meeting https://t.co/7Uk5MKJJp0,0,1
SenCapito,Proudly serving West Virginia in the United States Senate.,26328,senator,republican,2017-01-20T00:28:39Z,Glad you got to enjoy a homemade WV treat @RosLehtinen. Always love a good friendly wager &amp; @WVUfootball.,10,1
ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",121751,senator,republican,2017-01-20T16:31:48Z,Trumps kids just entering,8,5
RepGosar,Rep. for Arizona's 4th Congressional District. Chairman of @westerncaucus & Subcommittee on Energy & Minerals @NatResources. Dentist impersonating a politician.,22902,congressperson,republican,2017-01-20T16:41:14Z,RT @RepAlexMooney: It's going to be a GREAT day. #Inauguration2017 #MAGA https://t.co/EngbEuGXJC,0,5
NydiaVelazquez,Represents New York's 7th Congressional District in the U.S. House of Representatives.  Top Democrat on House Small Business Committee.,29691,congressperson,democrat,2017-01-20T16:13:15Z,Spending the day in New York's 7th district doing the people's work. https://t.co/K4Tq8sKjq5,112,11
RepTomMarino,Proud to serve citizens of PA-10. Member on @HouseForeign @HouseHomeland @HouseJudiciary & Vice President of @NATO Parliamentary Assembly,18600,congressperson,republican,2017-01-20T17:02:45Z,"Congratulations, President Trump! #Inauguration2017 https://t.co/1U7xBYubKh",29,13
WVGovernor,Jim Justice is the 36th Governor of the State of West Virginia. Account run by the Governor's Office. Tweets from Governor Justice signed -JJ.,19783,govenor,democrat,2017-01-20T17:00:04Z,Congratulations to my friend @realDonaldTrump! I'm looking forward to working with the president to create jobs &amp; opportunities in WV. -JJ,65,6
NitaLowey,Proudly representing NY's 17th District. RM on House Approps Committee (@AppropsDems). RTs/follows ≠ endorsements. Newsletter sign-up: https://t.co/JSmr63CIAQ,18905,congressperson,democrat,2017-01-20T21:54:14Z,Read my statement on the Inauguration of President Donald Trump: https://t.co/i6fyeHU4sP,31,6
SenatorTimScott,Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda,213177,senator,republican,2017-01-20T19:31:59Z,"RT @RepLukeMesser: .@SenatorTimScott &amp; I will host a #SchoolChoice Rally on Tues. Hundreds of students, parents, &amp; lawmakers will join! htt...",0,27
RepLujanGrisham,"Proudly serving New Mexico's 1st Congressional District. Serving on House Agriculture, Budget and Oversight & Government Reform Committees.",16342,congressperson,democrat,2017-01-20T20:43:41Z,"RT @HispanicCaucus: .@WhipHoyer ""this is who we are: a nation of immigrants."" #CHCtoTrump https://t.co/Fia3qIboCe",0,24
KamalaHarris,"Senator for California. Former CA Attorney General. Dedicated to fighting for justice & giving voice to the voiceless. Wife, s-mom, sister, aunt. Aspiring chef.",358512,senator,democrat,2017-01-20T17:18:24Z,"As Coretta Scott King said, the fight for civil rights must be fought and won with each generation. It's time for our generation to rise up.",4942,2570
RepEspaillat,U. S. Representative proudly serving New York’s 13th Congressional District. Follow my work in Washington and #NY13,3808,congressperson,democrat,2017-01-20T15:06:47Z,"REMINDER, today at 11am, join me for a community event @ShabazzCenter. Hope to see you there! #StandingTogether  #UnitedAsOne",5,1
SenatorHeitkamp,"Official Twitter account for Heidi Heitkamp, U.S. Senator for #NorthDakota. Learn more on Facebook: https://t.co/sdBAQYB6b4.
Instagram: http://t.co/o02Q1Pt8AC",43157,senator,democrat,2017-01-20T20:54:31Z,1st two members have been appointed to Commission on Native Children created by my bill. More via @VinceSchilling https://t.co/sR5TcVq7qW,14,12
nikiinthehouse,"Proudly representing the families of the Massachusetts 3rd District.

More info at: http://t.co/mp6QlRchln",16135,congressperson,democrat,2017-01-20T21:06:10Z,Click here for my full statement on the inauguration of President Trump: https://t.co/3LgDbqHZ9I https://t.co/8anNmferrq,16,12
SteveKingIA,Representing the 4th District of Iowa #IA04,50937,congressperson,republican,2017-01-20T22:32:38Z,The scene of anticipation with 72 minutes left in countdown! https://t.co/QCVPK96EJH,31,5
RepDaveJoyce,"Father, husband, and former prosecutor proudly representing #OH14",10032,congressperson,republican,2017-01-20T19:01:54Z,Today our country witnessed another defining moment that makes our nation so special - the peaceful transition of power. #Inauguration,14,0
RosLehtinen,Blessed to rep beautiful South Florida and the wonderful folks who live here!,92168,congressperson,republican,2017-01-20T17:40:50Z,Honored 2 witness our democracy @ work as new #POTUS is sworn in2 office. Gr8 2 see so many #SoFla faces in the cro... https://t.co/LXmTmZx7dm,17,11
SenJeffMerkley,U.S. Senator from the State of Oregon. Instagram: https://t.co/pECsFBm1G1,93066,senator,democrat,2017-01-20T00:06:43Z,RT @hardball: Shift Of The Cosmos - Let's Play Hardball! @MichaelSteele @SusanPage @crampell @SenJeffMerkley @Eugene_Robinson @BeschlossDC...,0,5
SenatorTomUdall,United States Senator from New Mexico.,47231,senator,democrat,2017-01-20T16:50:29Z,"I'm attending Mr Trump's inauguration--not in support of his actions or ideas, but in support of our nation, people &amp; govt as we move forward",157,27
GerryConnolly,Proudly representing Virginia's 11th District,20470,congressperson,democrat,2017-01-20T19:27:47Z,"RT @cimarcos: .@GerryConnolly boycotted Trump's inauguration today. Calls Trump's speech ""dark"" &amp; ""dystopian"" https://t.co/34Y787F3r6",0,4
RepJeffDuncan,"Christian, husband, father, former small business owner, and Congressman for South Carolina's Third Congressional District",40178,congressperson,republican,2017-01-20T04:51:01Z,Great seeing @joshturnermusic in DC tonight!  Looking forward to his new record in March! #SCProud #LoveCountryMusic,30,8
SenAngusKing,News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.,36657,senator,independent,2017-01-20T18:44:28Z,"Today, we witnessed a hallmark of American democracy: the peaceful transition of power from one Administration to the next.",21,4
SenThadCochran,Office of U.S. Senator Thad Cochran of Mississippi.,37530,senator,republican,2017-01-20T23:42:50Z,The @TupeloHigh Marching Band looked sharp &amp; sounded great representing Mississippi in the #TrumpInauguration parad... https://t.co/yQkmyq9xj0,330,72
JohnCarneyDE,Official Twitter page for Governor John Carney.,12977,congressperson,democrat,2017-01-20T16:56:57Z,President-elect Trump &amp; I don't agree on much. But I value &amp; respect the peaceful transition of power &amp; what the In... https://t.co/e3RYabkMy3,80,22
MaxineWaters,Proudly serving the people of California's 43rd District in Congress. Ranking Member of the House Financial Services Committee (@FSCDems).,251054,congressperson,democrat,2017-01-20T04:30:29Z,"Maxine Waters on ""TMZ Live"" -- https://t.co/u9bSzoU7ei via @TMZ",162,49
SenDanSullivan,Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.,8986,senator,republican,2017-01-20T23:30:12Z,"Proud to cast my 1st vote under new Admin for Gen. #Mattis, man of courage &amp; integrity. He'll make a great Secretary of Defense. #semperfi",33,9
RepChrisCollins,Proud to represent New York’s 27th Congressional District. Focused on less spending in Washington and more jobs in America. Member of @HouseCommerce,10874,congressperson,republican,2017-01-20T18:56:17Z,"Historic day here in Washington, DC, as we welcome the 45th @POTUS @realDonaldTrump. Let's #MAGA. https://t.co/sY0LNXNmtp",40,12
reppittenger,"Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District.",9368,congressperson,republican,2017-01-20T17:53:23Z,Today we celebrated the #Inauguration of the 45th President in our Constitutional Republic. (continued),4,1
RepKihuen,U.S. Representative proudly serving Nevada's 4th Congressional District. #NV04,6109,congressperson,democrat,2017-01-20T13:14:21Z,RT @AleOrtizChagin: Esta manana entreviste al congresista de Estados Unidos @rubenkihuen Mientras cerca de 60... https://t.co/AygyCPfhAo,0,1
RepJimBanks,Official account of U.S. Congressman Jim Banks (IN-3).,1616,congressperson,republican,2017-01-20T15:52:43Z,Ready for the big day. #InaugurationDay2017 https://t.co/Yn1istZeOr,3,1
VernBuchanan,U.S. Congressman,22333,congressperson,republican,2017-01-20T18:52:27Z,Great to see so many Floridians in Washington for the inauguration of the 45th president of the oldest democracy in... https://t.co/CJ2F153Ihb,22,11
